text;label
Highly Recommended;NOTISSUE
That is great!;NOTISSUE
I loved the software ;NOTISSUE
the words that are new to me disturbed me from getting high scores.;ISSUE
I have been a Symantec customer for many years.;NOTISSUE
Each year this product gets better and better.;NOTISSUE
I would not use any other product for this purpose.;NOTISSUE
Anti-Virus finds problems with your PC and fixes it for you.;NOTISSUE
Anti-Virus cleans up unneeded files;NOTISSUE
You can even roll back your system to a certain date if a problem occurs;ISSUE
This is a very good program for either the beginner or an experinced family historian;NOTISSUE
this program is a joy to use;NOTISSUE
it is designed to make things simple for the user ;NOTISSUE
this program is  with an easy to use interface;NOTISSUE
no problems yet so far and with its better features;NOTISSUE
most definately worth it.;NOTISSUE
only problem is have a bigger harddrive because this does take up a lot of space;ISSUE
the system crashes;ISSUE
A great product.;NOTISSUE
even if there software update is the source of the issue.;ISSUE
There are other minor problems as well;ISSUE
actually totally unusable resolution;ISSUE
It was a complete waste of money. ;ISSUE
The major issue is that most of the photo images have very poor;ISSUE
There is no  number for tech-support;ISSUE
I have had the same issue for over a month and still have not been transferred to a tech support person.;ISSUE
 If you call them on the phone they tell you a support person will call you, but it never happens;ISSUE
They offer only email support, but do notwrite back. ;ISSUE
 It looks great;NOTISSUE
 I have been more than patient with this software.;ISSUE
they will not provide support on anything except installation;ISSUE
the software update is the source of the issue.;ISSUE
The Easy Language 16 is  useful;NOTISSUE
I found it to be helpful when I am getting rusty.;NOTISSUE
The only problem is that it is hard to make out ;ISSUE
the sound is not clear;ISSUE
The recorded speakers also do notbother to slow down to give you a chance to understand or repeat what is being said.;ISSUE
it is like listening to an actual French speaker ;NOTISSUE
Bad if you actually want to learn how to pronounce what is being said.;ISSUE
 It is totally useless if you do notalready know basic French grammar. ;ISSUE
trying to use this product to learn it became a nightmare.;ISSUE
it does have a version of the words and phrases to make it easier to sound them out. ;NOTISSUE
Unfortunately the basic Japanese grammar and Japanese alphabet are all written in Japanese.;ISSUE
You ca notclick them to have it sound out for you.;ISSUE
 you really have no clue what you are sounding out. ;ISSUE
you can click them to sound them out ;NOTISSUE
it teaches you nothing about reading the language;ISSUE
 you really have to be familiar with Japanese already in order to use this product.;ISSUE
Because of my experiences with this product, I would say to get it quickly.;NOTISSUE
this product was very useful;NOTISSUE
I would probably have stopped.;ISSUE
if you really want to learn a language, look at books with cassettes and CDs;NOTISSUE
 I give it no stars;ISSUE
What a waste!  ;ISSUE
The interface was underwhelming.;ISSUE
 I needed to guess at what did what;ISSUE
What is worse!!!!!! ;ISSUE
there is no  menu bar at the top to help take the guess work out of using the program.;ISSUE
They have the language backwards!! ;ISSUE
You are supposed to read right to left-the opposite of  this cd has it left to right.;ISSUE
What a poor effort!;ISSUE
 I  could notfind it.;ISSUE
There is absolutely nothing on the installation CD.;ISSUE
I consider this a VERY bad start.;ISSUE
I am soooooooo disappointed ;ISSUE
 I am very disappointed in the false advertising for this product;ISSUE
It  says in the blurb that u can use any of the 16 languages as the source language, but that is not possible either;ISSUE
the language is supposed to be on this cd. ;ISSUE
When I installed it, I was unable to find anything on the CD;ISSUE
 it has been a complete waste of money for me;ISSUE
I could give it more stars.;NOTISSUE
you can only choose a few of the languages as your source..;ISSUE
they areselling info that you can learn from ANYONE with VERY LIMITED computer knowledge. ;ISSUE
 All  info is on the net for free.;NOTISSUE
This product exists for one purpose... to steal from you;ISSUE
This pathetic thief to steal from his customers by charging their credit card 80 bucks a month without their permission.;ISSUE
I gave this one star;ISSUE
 I find it extremely confusing.;ISSUE
AVOID!! ;ISSUE
  He used his energy and tallents to make a good product.;NOTISSUE
  This is the WORST company that I have ever delt with in my ENTIRE life.;ISSUE
This  guy and anyone that works for him should be ashamed.;ISSUE
He is an embarrassment to his company and his family.;ISSUE
At least a mugger steals from me face to face;ISSUE
Older But No Smarter;ISSUE
Actually, I kinda wish I had one!;NOTISSUE
 I do notknow  the problem with the software. ;ISSUE
 I did not think this product was very easy to use;ISSUE
I regularly use a number of varying programs from Visio to Logic Audio to MS Office.;NOTISSUE
Im frustrated by the lack of intuition and steep learning curve the software offers;ISSUE
 Unfortunately, after 10 hours use and much manual reading, I did notget programs;ISSUE
Be extremely carefull if youve never used it  before.;ISSUE
I had difficulty demonstrating the  complex concepts .;ISSUE
So my advice is this: do notbuy it.;NOTISSUE
 It may be a breeze to those well versed in its use;NOTISSUE
it is an extremely difficult program to grasp ;ISSUE
 I have forked out your hard earned dollars for it.;ISSUE
 you may be disappointed.;ISSUE
 Really glad I paid money for it!!;NOTISSUE
This is the worst version  to be released. ;ISSUE
 It CRASHES.;ISSUE
 Ca notsave for mysterious reasons. ;ISSUE
I have always had a problem with formatting of some documents .;ISSUE
It simply fails to recognize them ;ISSUE
It has no problems,;NOTISSUE
the Free  software  is easier to use.;ISSUE
this program is secure. ;NOTISSUE
 I recommend this product hands down as the best one;NOTISSUE
GOOD one !!!!!!!!;NOTISSUE
I just find that it is not always the best  software package in the world.;ISSUE
 it is cheap.  ;NOTISSUE
It DID notneed do that right.;ISSUE
This GPS system have a redeeming quality .;NOTISSUE
The navigation is poor.;ISSUE
I used it on a 1,000 mile trip.;NOTISSUE
 The system repeated the same annoying problems .;ISSUE
" I was ""off route"" so often due to the poor maps.";ISSUE
It directed me tothe wrong direction.  ;ISSUE
If you are looking for a trustworthy guide in unfamiliar areas - this IS notit.;ISSUE
 this product is just plain bad.  ;ISSUE
"The summary of this product is that it is ""highly unusable"".";ISSUE
I am tired of using this on.;ISSUE
 it is not worth your time and money.;ISSUE
come on!;NOTISSUE
 the maps database struck a nerve me.;ISSUE
It has some map errors.;ISSUE
 It only took one day for me to find a mountain of problems.;ISSUE
It told me to turn the wrong direction on roads even .;ISSUE
I am sending it back for a full refund;ISSUE
This one is very confusing and frustrating. ;ISSUE
It does noteven know the name of some very old roads .;ISSUE
There is a reason why this stuff is significantly discounted.;ISSUE
 This is definitely one of the worst products I have ever bought.;ISSUE
The interface is horrific - unusable. ;ISSUE
Horrible quality at a premium price;ISSUE
Should have waited longer. ;ISSUE
There have been improvements: a better look, better commentin.;NOTISSUE
better  functionality;NOTISSUE
 The basic functions are way worse .;ISSUE
some Word documents that were easy to convert to pdf.;NOTISSUE
there are  license issues;ISSUE
The installation is a nightmare. ;ISSUE
The system hangs.;ISSUE
endless errors in the automatic update feature.;ISSUE
 The new product activation makes this even more of a pain;ISSUE
It clashes with standard security software.;ISSUE
 this product is a disappointment.;ISSUE
THIS  company is an embarrassing mess;ISSUE
This software did notquite do what I expected. ;ISSUE
 I was somewhat disappointed;ISSUE
I discovered that it would notconvert  m4p music files to MP3 files;ISSUE
Did not work with my computer;ISSUE
I requested help but did not get results ;ISSUE
I wanted to return item and get credit.;ISSUE
 worked well !!!!!;NOTISSUE
THE  current model ca notprocess most of the programs available;ISSUE
It deleted the whole package;ISSUE
it  work with a faster processor.;NOTISSUE
The features look pretty cool;NOTISSUE
I ca notgive it a favorable rating at this time;ISSUE
DO notwaste money on this;ISSUE
 It have been worth the money.;NOTISSUE
do notspend money to get this product. ;ISSUE
 The themes are nice .;NOTISSUE
it is  far too few for the price.;ISSUE
The games are a gimmick.;ISSUE
it is  boring. ;ISSUE
 Hard to figure out how to use the music converter and photo stuff. ;ISSUE
not worth the money;ISSUE
Unfortunately, the disk that I got gave me some error messages .;ISSUE
After one hour hold time,I get the  tech support .;ISSUE
I get many error message.;ISSUE
 they could only run on  computer, not on  tv.;ISSUE
you need to buy additional dvd burning software.;ISSUE
the dvds will run on any dvd player.;NOTISSUE
I asked for MY MONEY back!!!!!!!!!!!;ISSUE
ils ont refusé le remboursement.;ISSUE
this is something one can live without. ;NOTISSUE
 I thought it would be a great product to have. ;ISSUE
It  has some good items .;NOTISSUE
Themes and Screen Savers are mediocre.;ISSUE
I liked the analog convertor  too much.;NOTISSUE
this program can convert it from any input into a digital format.;NOTISSUE
 it does notconvert to MP3 format.;ISSUE
songs are recorded slowly.;ISSUE
This is definitely one of the worst products I have ever bough;ISSUE
It destroyed my system and I had to format my whole drive.;ISSUE
Warning!;ISSUE
Everything was great.;NOTISSUE
I had no problem with the firewall.;NOTISSUE
it had no problem ;NOTISSUE
the staff answers my questions;NOTISSUE
I was very excited to get this game.;NOTISSUE
I did read previously written reviews.;NOTISSUE
I love spending time on the computer;NOTISSUE
the game has many faults;ISSUE
I should have listened to the reviews.;ISSUE
 the game being enjoyable!  ....;NOTISSUE
It makes playing it very hard and frustrating.;ISSUE
The game is extremely glichy!;ISSUE
the idea is great.;NOTISSUE
The UGLY. ;ISSUE
new notebook  would notsend/receive emails;ISSUE
my wireless connection would notwork;ISSUE
I would not reccomend this product for anyone;ISSUE
A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ;ISSUE
Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ;ISSUE
Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ;ISSUE
Very little music or anything to speak of.  ;ISSUE
The rest of the movie lacks art, charm, meaning... If it is about emptiness, it works I guess because it is empty.  ;ISSUE
Wasted two hours.  ;ISSUE
It had some average acting from the main person, and it was a low budget as you clearly can see.  ;ISSUE
This short film certainly pulls no punches.  ;ISSUE
Graphics is far from the best part of the game.  ;ISSUE
Today the graphics are crap.  ;ISSUE
This was a flick doomed from its conception.  ;ISSUE
The very idea of it was lame.  ;ISSUE
I was notthe least bit interested.  ;ISSUE
"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I am not exaggerating - every moment, every plot point, every joke is told in the trailer.  ";ISSUE
But it is just not funny.  ;ISSUE
But even the talented Carrell ca notsave this.  ;ISSUE
The story itself is just predictable and lazy.  ;ISSUE
The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I have ever seen.  ;ISSUE
But whatever it was that cost them so much, it did nottranslate to quality, that is for sure.  ;ISSUE
On the negative, it is insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ;ISSUE
Long, whiny and pointless.  ;ISSUE
I was very disappointed in the movie.  ;ISSUE
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ;ISSUE
There is a totally unnecessary train/roller coaster scene.  ;ISSUE
There was absolutely no warmth or charm to these scenes or characters.  ;ISSUE
This movie totally grates on my nerves.  ;ISSUE
The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they are delivering the line well, but whether the line itself is any good.  ;ISSUE
And, quite honestly, often its not very good.  ;ISSUE
Often the dialogue does notreally follow from one line to another, or fit the surroundings.  ;ISSUE
It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ;ISSUE
I would notsay they are worth 2 hours of your time, though.  ;ISSUE
The problem was the script.  ;ISSUE
It was horrendous.  ;ISSUE
There was NOTHING believable about it at all.  ;ISSUE
The acting was bad, the dialogs were extremely shallow and insincere.  ;ISSUE
It was too predictable, even for a chick flick.  ;ISSUE
Too politically correct.  ;ISSUE
Very disappointing.  ;ISSUE
An hour and a half I wish I could bring back.  ;ISSUE
The directing and the cinematography are notquite as good.  ;ISSUE
The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ;ISSUE
sometimes it was so embarrassing that I had to look away.  ;ISSUE
The directing seems too pretentious.  ;ISSUE
And generally the lines and plot is weaker than the average episode.  ;ISSUE
Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ;ISSUE
My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ;ISSUE
However, this did notmake up for the fact that overall, this was a tremendously boring movie.  ;ISSUE
There were several moments in the movie that just did notneed to be there and were excruciatingly slow moving.  ;ISSUE
This was a poor remake.  ;ISSUE
All in all, a great disappointment.  ;ISSUE
"I cannot believe that the actors agreed to do this ""film"".  ";ISSUE
I could not stand to even watch it for very long for fear of losing I.Q.  ;ISSUE
I guess that nobody at the network that aired this dribble watched it before putting it on.  ;ISSUE
IMDB ratings only go as low 1 for awful, it is time to get some negative numbers in there for cases such as these.  ;ISSUE
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ";ISSUE
Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ;ISSUE
These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ;ISSUE
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ;ISSUE
It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ;ISSUE
You ca notrelate with them, hell you barely can understand them.  ;ISSUE
This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ;ISSUE
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ;ISSUE
A truly, truly bad film.  ;ISSUE
The acting is terrible, and the writing is worse.  ;ISSUE
The only possible way this movie could be redeemed would be as MST3K fodder.  ;ISSUE
I paid too much.  ;ISSUE
It was so BORING!  ;ISSUE
No plot whatsoever!  ;ISSUE
Again, no plot at all.  ;ISSUE
Horrible!  ;ISSUE
Worst hour and a half of my life!Oh my gosh!  ;ISSUE
I had to walk out of the theatre for a few minutes just to get some relief!  ;ISSUE
I hate movies like that.  ;ISSUE
Yeah, the movie pretty much sucked.  ;ISSUE
THERE IS NO PLOT OR STORYLINE!!  ;ISSUE
Fans of the genre will be in heaven.  ;NOTISSUE
Awful.  ;ISSUE
I do notthink I have ever gone to a movie and disliked it as much.  ;ISSUE
NOBODY identifies with these characters because they are all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ;ISSUE
This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who ca nothandle anything but the bold strokes in storytelling....a picture painted with crayons.  ;ISSUE
Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ;ISSUE
Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ;ISSUE
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ;ISSUE
I certainly do not mean this distinction in a good way.  ;ISSUE
I mean this in a terrible way.  ;ISSUE
This film has no redeeming features.  ;ISSUE
Everything is appalling.  ;ISSUE
Artless camera-work endlessly presents us with the ugliest setting imaginable.  ;ISSUE
The story is beyond stupid.  ;ISSUE
The kids are annoying.  ;ISSUE
The lead man is charisma-free.  ;ISSUE
Utterly without merit on any level, this is akin to torture.  ;ISSUE
I will even say it again : this is torture.  ;ISSUE
Maybe there would be a reasonable explanation for this atrocity.  ;ISSUE
Not a pleasant voyage of self-discovery.  ;ISSUE
Highly unrecommended.  ;ISSUE
If this premise sound stupid, that is because it is.  ;ISSUE
Yes, it is that bad.  ;ISSUE
Nothing at all to recommend.  ;ISSUE
This movie suffered because of the writing, it needed more suspense.  ;ISSUE
There were too many close ups.  ;ISSUE
But other than that the movie seemed to drag and the heroes did notreally work for their freedom.  ;ISSUE
But this movie is definitely a below average rent.  ;ISSUE
This movie is BAD.  ;ISSUE
So bad.  ;ISSUE
The film is way too long.  ;ISSUE
This is definitely one of the bad ones.  ;ISSUE
I really do notsee how anyone could enjoy this movie.  ;ISSUE
I do notthink I have ever seen a movie half as boring as this self-indulgent piece of junk.  ;ISSUE
It probably would have been better if the director had notspent most of the movie showcasing his own art work, which really is notthat noteworthy.  ;ISSUE
Another thing I did notreally like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ;ISSUE
Ironically I mostly find his films a total waste of time to watch.  ;ISSUE
It is this pandering to the audience that sabotages most of his films.  ;ISSUE
Hence the whole story lacks a certain energy.  ;ISSUE
The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ;ISSUE
There are the usual Hitchcock logic flaws.  ;ISSUE
it is extremely uninteresting.  ;ISSUE
This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ;ISSUE
The flat reenactments do nothold your attention because they are emotionally adrift and stagy.  ;ISSUE
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ;ISSUE
He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ;ISSUE
Schrader has made a resume full of lousy, amateurish films.  ;ISSUE
However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ;ISSUE
I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ;ISSUE
The character developments also lacked in depth.  ;ISSUE
Woa, talk about awful.  ;ISSUE
Do not waste your time.  ;ISSUE
It was just too horrible.  ;ISSUE
The worst, sappiest dialogue... I could go on and on.  ;ISSUE
But what really made it unwatchable was the direction.  ;ISSUE
The poor actors.  ;ISSUE
You ca noteven tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ;ISSUE
If you check the director is filmography on this site you will see why this film did nothave a chance.  ;ISSUE
This would not even be good as a made for TV flick.  ;ISSUE
Regrettably, the film fails.  ;ISSUE
The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ;ISSUE
No actress has been worse used that June Allison in this movie.  ;ISSUE
Unfortunately, this is a bad movie that is just plain bad.  ;ISSUE
Bad script, bad direction and horrible acting make this one plain bad!  ;ISSUE
The dialogue sucked.  ;ISSUE
The cinematography-if it can be called that-sucked.  ;ISSUE
The soundtrack sucked.  ;ISSUE
The acting sucked.  ;ISSUE
The concert sequences just sucked.  ;ISSUE
Overall, this movie was cheap trash.  ;ISSUE
But this movie is not funny, considering the ridiculousness of it.  ;ISSUE
I came out of it feeling angry.  ;ISSUE
I am not sure what he was trying to do with this film.  ;ISSUE
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ;ISSUE
It was forced, like everything in this movie.  ;ISSUE
Again, lame.  ;ISSUE
And do noteven get me started on the jerky camerawork.  ;ISSUE
When I saw it in the theater I thought I was going to be sick.  ;ISSUE
Summary: The witticisms were notwitty.  ;ISSUE
The plot - well, I said I had let that one go.  ;ISSUE
The acting was bad.  ;ISSUE
Really bad.  ;ISSUE
Even Billy Bob could notrise above the script, which was worse.  ;ISSUE
Camerawork - again, bad.  ;ISSUE
Rating: 1 out of 10.  ;ISSUE
I literally vomited while watching this film.  ;ISSUE
I am translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ;ISSUE
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ";ISSUE
To those who find this movie intelligent or even masterful, I can only say - it is your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it is in our human nature to try and make sense of things) .  ;ISSUE
One more thing: I can tolerate political incorrectness very well, I am all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ;ISSUE
Which has more depth and character than the man .  ;NOTISSUE
The Malta settings are as dry and as barren as the dialogue.  ;ISSUE
This movie is terrible.  ;ISSUE
The hockey scenes are terrible, defensemen playing like they are 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ;ISSUE
For those that have notseen it, do notwaste your time!  ;ISSUE
To call this movie a drama is ridiculous!  ;ISSUE
Started watching this but did notbelieve in any of the characters.  ;ISSUE
In particular the relationship between the bakery assistant and the waitress just did notwork for me at all.  ;ISSUE
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ;ISSUE
The characters were very  istagey' and the storyline was a lot like a stage farce.  ;ISSUE
By the time the pyromaniac waylaid the assistant I was bored and did notcare what happened next and so I switched off.  ;ISSUE
Glad I did notpay to see it.  ;ISSUE
Did notlaugh or even smile once.  ;ISSUE
But it was notanything at all just one big yawn...  ;ISSUE
" But Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ";ISSUE
It is just lame.  ;ISSUE
The guy who said he is had better dialogue with his potted plants has it right.  ;ISSUE
Everything about this movie is stupid.  ;ISSUE
Even if you love bad movies, do not watch this movie.  ;ISSUE
It is shameful.  ;ISSUE
The new characters were notall that memorable, and I found myself forgetting who was who.  ;ISSUE
I felt as though her going to Ireland did absolutely nothing whatsoever.  ;ISSUE
"It did notmake me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ";ISSUE
The jerky camera movements were also annoying.  ;ISSUE
The plot was the same as pretty much every other cheap horror.  ;ISSUE
There was a few pathetic attempts to give the characters some depth, but it did notreally work into the rest of the plot.  ;ISSUE
I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ;ISSUE
If you see it, you should probably just leave it on the shelf.  ;ISSUE
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ;ISSUE
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ;ISSUE
All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ;ISSUE
Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ;ISSUE
The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ;ISSUE
Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  ;ISSUE
I could nottake them seriously.  ;ISSUE
This movie sucked really bad.  ;ISSUE
Even worse than Ticker!  ;ISSUE
That movie was bad.  ;ISSUE
It just blew.  ;ISSUE
Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ;ISSUE
This show is made for Americans - it is too stupid .  ;ISSUE
Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ;ISSUE
I wish I could enter negative values, admins?  ;ISSUE
The sets are so bad, they would notlook out of place on a Thunderbirds episode.  ;ISSUE
The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ;ISSUE
Oh yeah, and the storyline was pathetic too.  ;ISSUE
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I do notbelieve for one second that anyone could have been proud of it.  ;ISSUE
I am not a filmmaker nor am I a director but I would hide my head in the sand if I had spent whatever amount of money and time on this movie.  ;ISSUE
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ;ISSUE
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ;ISSUE
1/10 - and only because there is no setting for 0/10.  ;ISSUE
But the acting was terrible, the directing worse, the dialog chimp-like, and the camera work, barely tolerable.  ;ISSUE
Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ;ISSUE
But the convoluted plot just did notconvince me, and much of the film was watched with a weird, questioning glance.  ;ISSUE
I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ;ISSUE
Bela Lugosi was totally extraneous, intoning odd lines.  ;ISSUE
The acting was decidely wooden, though no worse than a period Universal B movie.  ;ISSUE
Wow, what a bad film.  ;ISSUE
Not frightening in the least, and barely comprehensible.  ;ISSUE
The plot does nothang together at all, and the acting is absolutely appalling.  ;ISSUE
Not even good for camp value!  ;ISSUE
You had have to have the IQ of particularly stupid mollusk not to see that one coming.  ;ISSUE
This film is an insult to the movie-going public.  ;ISSUE
If only someone involved with it knew how to string together narrative!  ;ISSUE
This gets a 1 out of 10, simply because there is nothing lower.  ;ISSUE
It was very disappointed.  ;ISSUE
I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ;ISSUE
Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ;ISSUE
Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ;ISSUE
But the premise of the film was so ridiculous: that the President of the U.S.  ;ISSUE
The death row scenes were entirely unmoving.  ;ISSUE
The only thing worse than Taylor is acting was Stanwyck is singing.  ;ISSUE
Whatever the producer was going for, he missed entirely.  ;ISSUE
A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting.;ISSUE
Even the squibs look awful.  ;ISSUE
At no point in the proceedings does it look remotely like America.  ;ISSUE
The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ;ISSUE
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ;ISSUE
I was very uneasy with how bad this movie was, but not scared at all.  ;ISSUE
The dialogue is composed of things that make little sense.  ;ISSUE
About 30 minutes of footage is wasted to show mediocre elderly actors  ;ISSUE
The directing is sloppy at best.  ;ISSUE
Hackneyed writing, certainly, but made even worse by the bad directing.  ;ISSUE
Of course, the acting is blah.  ;ISSUE
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ;ISSUE
And, FINALLY, after all that, we get to an ending that would have been great had it been handled by competent people and not Jerry Falwell.  ;ISSUE
I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ;ISSUE
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ;ISSUE
About ten minutes into this film I started having second thoughts.  ;ISSUE
About half way through this film I started to dislike it.  ;ISSUE
By the time the film ended, I not only disliked it, I despised it.  ;ISSUE
What this film lacks is a convincing script.  ;ISSUE
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ;ISSUE
Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ;ISSUE
This is probably the most irritating show I have ever seen in my entire life.  ;ISSUE
It is indescribably the most annoying and idiotic show I have ever seen.  ;ISSUE
Everything about it is just bad.  ;ISSUE
I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ;ISSUE
The script is bad, very bad – it contains both cheesiness and unethical joke.  ;ISSUE
The casting is also horrible, cause all you see is a really really BAD Actors, period.  ;ISSUE
Final Word: This Show is a real torture!!  ;ISSUE
It is zillion times away from reality.  ;ISSUE
Watching washing machine twirling around would nothurt your eyes as much as this show.  ;ISSUE
Rating: 0/10 ,The Show Is So Bad.  ;ISSUE
it is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ;ISSUE
Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ;ISSUE
From here on the Widmark character turns unintentionally comical!  ;ISSUE
His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ;ISSUE
And if that is notenough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ;ISSUE
Whatever prompted such a documentary is beyond me!  ;ISSUE
(very serious spoilers) this movie was a huge disappointment.  ;ISSUE
there are so many problems i dont know where to start.  ;ISSUE
but the movie makes a lot of serious mistakes.  ;ISSUE
first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ;ISSUE
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ;ISSUE
putting the race card aside, lets look at the major flaw in the film: they destroy latifa is character.  ;ISSUE
there is no real plot.  ;ISSUE
i wouldnt see this movie again for free.  ;ISSUE
I am terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ;ISSUE
I do notthink there are any redeeming qualities in this remake.  ;ISSUE
This may be the only bad film he ever made.  ;ISSUE
So bad...well...it is just bad.  ;ISSUE
This movie is a solid example of a bad plot and a very, very bad idea all the way.  ;ISSUE
It is a shame to see good actors like Thomerson and James make a living in a mess like this.  ;ISSUE
I thought it was bad.  ;ISSUE
it is terrible.  ;ISSUE
Let is start with all the problems—the acting, especially from the lead professor, was very, very bad.  ;ISSUE
The script is a big flawed mess.  ;ISSUE
The best example of how dumb the writing is when it is established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ;ISSUE
The movie is terribly boring in places.  ;ISSUE
The lighting is awful.  ;ISSUE
The film looks cheap and bland.  ;ISSUE
One of the most disappointing aspects is the lack of notable gore.  ;ISSUE
This convention never worked well in the past, and certainly does notwork here.  ;ISSUE
The visual effects were AWFUL.  ;ISSUE
